text,label
I feel exhausted because of my school,Overwhelmed
I feel so alone because of my future,Loneliness
I feel so happy about my exams,Joy
my project broke my heart,Sadness
Maybe my exams will improve,Hopeful
I hope my exams will get better,Hopeful
Wow! I didn't expect my exams,Surprise
I really love my life,Love
Why does the situation always happen?,Frustration
I'm so angry at my colleagues!,Anger
I feel nervous about the results,Fear
I really love my grades,Love
I can't handle my friend anymore,Overwhelmed
I can't deal with the results,Frustration
my project is too much for me,Overwhelmed
I feel optimistic about my future,Hopeful
I can't handle my grades anymore,Overwhelmed
I feel so happy about my friend,Joy
I feel so alone because of my roommate,Loneliness
Why does my team always happen?,Frustration
Nobody cares about the results,Loneliness
my family means the world to me,Love
I really love my family,Love
I feel so happy about the assignment,Joy
my school is so frustrating,Frustration
my family totally surprised me,Surprise
Wow! I didn't expect the assignment,Surprise
I hope my friend will get better,Hopeful
I hope my colleagues will get better,Hopeful
I'm grateful for the results,Grateful
I feel so sad about my project,Sadness
I feel optimistic about the teacher,Hopeful
my siblings is too much for me,Overwhelmed
I'm so angry at my friend!,Anger
I'm so angry at my exams!,Anger
Why does my roommate always make me upset?,Anger
I feel nervous about my parents,Fear
I really appreciate the situation,Grateful
my siblings means the world to me,Love
my roommate is too much for me,Overwhelmed
my siblings means the world to me,Love
my friend makes me anxious,Fear
I'm thrilled because my grades,Joy
I feel nervous about my colleagues,Fear
the teacher totally surprised me,Surprise
I can't handle the teacher anymore,Overwhelmed
I really appreciate my school,Grateful
Wow! I didn't expect my friend,Surprise
I feel optimistic about the assignment,Hopeful
I can't handle my exams anymore,Overwhelmed
Why does my exams always make me upset?,Anger
I care so much about my life,Love
I care so much about my project,Love
I feel so alone because of my colleagues,Loneliness
Thank you the teacher for everything,Grateful
I can't handle the results anymore,Overwhelmed
I can't deal with my family,Frustration
I feel nervous about my friend,Fear
I feel so sad about my future,Sadness
I really love my exams,Love
Maybe my siblings will improve,Hopeful
Why does my grades always make me upset?,Anger
my friend is so frustrating,Frustration
I can't believe my life!,Surprise
I wish I had someone to talk to about my parents,Loneliness
Why does my team always make me upset?,Anger
I feel so happy about my project,Joy
Thank you my grades for everything,Grateful
I feel optimistic about my roommate,Hopeful
I can't believe my grades!,Surprise
Maybe the situation will improve,Hopeful
Nobody cares about my roommate,Loneliness
I really love my family,Love
I can't stop crying because of my exams,Sadness
I hope my team will get better,Hopeful
I hope the results will get better,Hopeful
I wish I had someone to talk to about the assignment,Loneliness
Thank you the teacher for everything,Grateful
Wow! I didn't expect my parents,Surprise
my family means the world to me,Love
my project is too much for me,Overwhelmed
my team means the world to me,Love
I feel so sad about my life,Sadness
my parents means the world to me,Love
I really love my siblings,Love
I feel so alone because of my exams,Loneliness
I feel nervous about my friend,Fear
the assignment makes me anxious,Fear
I feel so happy about the teacher,Joy
I can't deal with my exams,Frustration
my colleagues totally surprised me,Surprise
I can't stop crying because of my roommate,Sadness
I feel so happy about my roommate,Joy
I'm so angry at my parents!,Anger
I care so much about the situation,Love
Why does my parents always make me upset?,Anger
my colleagues totally surprised me,Surprise
I'm grateful for my exams,Grateful
I care so much about my project,Love
I can't believe my friend!,Surprise
I can't believe my school!,Surprise
my siblings makes me anxious,Fear
I wish I had someone to talk to about my life,Loneliness
I feel so happy about my colleagues,Joy
my school made my day!,Joy
I feel so sad about the teacher,Sadness
my siblings made my day!,Joy
I really appreciate the assignment,Grateful
I feel so alone because of my exams,Loneliness
I wish I had someone to talk to about my project,Loneliness
Thank you my roommate for everything,Grateful
I can't believe my siblings!,Surprise
I can't believe my grades!,Surprise
my friend is so frustrating,Frustration
my family totally surprised me,Surprise
I hope my roommate will get better,Hopeful
I care so much about my exams,Love
I feel so happy about the situation,Joy
I can't stop crying because of the teacher,Sadness
I feel nervous about the results,Fear
I really love my exams,Love
I feel so sad about my grades,Sadness
I feel optimistic about my grades,Hopeful
Nobody cares about my life,Loneliness
the situation means the world to me,Love
I care so much about my grades,Love
I really love my future,Love
I can't deal with my family,Frustration
I can't believe the situation!,Surprise
I feel exhausted because of my project,Overwhelmed
I can't deal with my project,Frustration
I really love my friend,Love
Wow! I didn't expect my team,Surprise
I feel optimistic about my exams,Hopeful
I feel optimistic about my grades,Hopeful
I can't believe my parents!,Surprise
I feel so happy about my future,Joy
I feel so happy about my parents,Joy
Why does the teacher always make me upset?,Anger
the teacher means the world to me,Love
I can't stand my family anymore!,Anger
my exams is too much for me,Overwhelmed
Maybe the situation will improve,Hopeful
I feel so happy about my life,Joy
my school totally surprised me,Surprise
I wish I had someone to talk to about my colleagues,Loneliness
Nobody cares about the results,Loneliness
I feel optimistic about my colleagues,Hopeful
I feel so alone because of my colleagues,Loneliness
I can't handle the assignment anymore,Overwhelmed
my project makes me anxious,Fear
the situation totally surprised me,Surprise
my siblings is too much for me,Overwhelmed
I can't handle my friend anymore,Overwhelmed
Why does my life always happen?,Frustration
my exams means the world to me,Love
my future is too much for me,Overwhelmed
I care so much about my team,Love
my family is too much for me,Overwhelmed
I really appreciate my family,Grateful
I feel exhausted because of my roommate,Overwhelmed
I feel so alone because of the results,Loneliness
Maybe the assignment will improve,Hopeful
I really appreciate my future,Grateful
my school makes me anxious,Fear
I wish I had someone to talk to about my friend,Loneliness
I'm scared of my project,Fear
I really appreciate my friend,Grateful
my parents is so frustrating,Frustration
I feel optimistic about the assignment,Hopeful
my parents totally surprised me,Surprise
I care so much about my exams,Love
my friend made my day!,Joy
Why does the assignment always make me upset?,Anger
I feel so happy about my friend,Joy
I care so much about my grades,Love
the situation is too much for me,Overwhelmed
I really appreciate my grades,Grateful
my parents is so frustrating,Frustration
the teacher is so frustrating,Frustration
Why does my team always make me upset?,Anger
I feel so sad about the results,Sadness
I can't handle my team anymore,Overwhelmed
the teacher means the world to me,Love
my life broke my heart,Sadness
Thank you my future for everything,Grateful
I'm thrilled because my future,Joy
I'm scared of my life,Fear
Wow! I didn't expect my life,Surprise
I feel so sad about my family,Sadness
my siblings broke my heart,Sadness
my colleagues broke my heart,Sadness
I can't stand my grades anymore!,Anger
the teacher makes me anxious,Fear
I'm so angry at my school!,Anger
I really love my family,Love
Maybe my project will improve,Hopeful
I care so much about my grades,Love
Nobody cares about my project,Loneliness
I really love my friend,Love
I feel so sad about my school,Sadness
I really love my siblings,Love
I'm thrilled because my roommate,Joy
my project broke my heart,Sadness
I can't stop crying because of my project,Sadness
Wow! I didn't expect my colleagues,Surprise
I feel so sad about my team,Sadness
I wish I had someone to talk to about the teacher,Loneliness
I feel optimistic about my family,Hopeful
I'm thrilled because my parents,Joy
I care so much about my team,Love
I feel so happy about my school,Joy
Thank you my siblings for everything,Grateful
my parents is so frustrating,Frustration
I feel so alone because of my school,Loneliness
my family broke my heart,Sadness
I can't stop crying because of my roommate,Sadness
Why does the assignment always happen?,Frustration
I feel so sad about the results,Sadness
I can't deal with my future,Frustration
my family made my day!,Joy
I can't stop crying because of my friend,Sadness
my project made my day!,Joy
my school broke my heart,Sadness
my exams broke my heart,Sadness
the situation made my day!,Joy
I feel nervous about the assignment,Fear
Wow! I didn't expect my grades,Surprise
Why does the teacher always happen?,Frustration
I'm scared of my grades,Fear
I wish I had someone to talk to about the results,Loneliness
the teacher means the world to me,Love
I really love my team,Love
I'm thrilled because my life,Joy
I'm so angry at the teacher!,Anger
I feel nervous about the teacher,Fear
my siblings makes me anxious,Fear
Wow! I didn't expect the teacher,Surprise
I feel so sad about my future,Sadness
I'm so angry at my family!,Anger
Maybe my colleagues will improve,Hopeful
my siblings means the world to me,Love
Maybe my grades will improve,Hopeful
I really love my siblings,Love
I feel nervous about the teacher,Fear
I really love my exams,Love
I feel exhausted because of my siblings,Overwhelmed
Why does my exams always happen?,Frustration
I feel so sad about my parents,Sadness
my life totally surprised me,Surprise
my roommate is too much for me,Overwhelmed
I'm so angry at my parents!,Anger
I feel nervous about my life,Fear
my parents means the world to me,Love
I really appreciate my family,Grateful
I wish I had someone to talk to about the assignment,Loneliness
Maybe the results will improve,Hopeful
I'm so angry at my life!,Anger
I wish I had someone to talk to about my grades,Loneliness
I feel so happy about my roommate,Joy
I'm scared of the results,Fear
the assignment is too much for me,Overwhelmed
Wow! I didn't expect the results,Surprise
I really appreciate my future,Grateful
Maybe my siblings will improve,Hopeful
Maybe my life will improve,Hopeful
I'm scared of my siblings,Fear
I feel exhausted because of my future,Overwhelmed
I can't handle the results anymore,Overwhelmed
I feel so happy about the situation,Joy
I feel so alone because of my friend,Loneliness
I feel so alone because of the assignment,Loneliness
the teacher made my day!,Joy
I really love my friend,Love
I can't stand my siblings anymore!,Anger
Wow! I didn't expect the teacher,Surprise
I can't deal with my grades,Frustration
my life makes me anxious,Fear
I care so much about my colleagues,Love
Thank you my colleagues for everything,Grateful
I'm thrilled because the situation,Joy
I'm scared of my roommate,Fear
I wish I had someone to talk to about my friend,Loneliness
I'm grateful for the situation,Grateful
the situation means the world to me,Love
I can't believe my parents!,Surprise
I can't deal with the teacher,Frustration
I feel so sad about my roommate,Sadness
Why does my future always happen?,Frustration
I'm thrilled because the results,Joy
Why does the assignment always happen?,Frustration
I can't deal with the assignment,Frustration
I really love my siblings,Love
my future totally surprised me,Surprise
I feel optimistic about my team,Hopeful
I can't believe the teacher!,Surprise
Wow! I didn't expect my school,Surprise
I can't stand my grades anymore!,Anger
I care so much about my exams,Love
I feel so sad about my exams,Sadness
I can't stand my family anymore!,Anger
my exams makes me anxious,Fear
I really appreciate my friend,Grateful
Thank you my family for everything,Grateful
the teacher made my day!,Joy
Thank you my life for everything,Grateful
I feel exhausted because of my colleagues,Overwhelmed
I can't stand the situation anymore!,Anger
my exams means the world to me,Love
I'm so angry at my siblings!,Anger
I feel so alone because of my parents,Loneliness
I care so much about my parents,Love
I can't stand my parents anymore!,Anger
I'm so angry at my colleagues!,Anger
I really appreciate the situation,Grateful
I feel so happy about my life,Joy
I feel exhausted because of my grades,Overwhelmed
I feel so happy about my life,Joy
I hope my parents will get better,Hopeful
I'm grateful for my friend,Grateful
I can't stand my exams anymore!,Anger
I can't believe my life!,Surprise
I can't stop crying because of my siblings,Sadness
I can't believe my team!,Surprise
Maybe the teacher will improve,Hopeful
I feel so sad about my school,Sadness
I feel so alone because of my future,Loneliness
my school is too much for me,Overwhelmed
my school totally surprised me,Surprise
I feel so alone because of the results,Loneliness
I can't believe the teacher!,Surprise
Why does the results always make me upset?,Anger
I'm scared of the teacher,Fear
my friend is too much for me,Overwhelmed
my siblings is too much for me,Overwhelmed
my future makes me anxious,Fear
I feel nervous about my school,Fear
I'm scared of the results,Fear
my exams means the world to me,Love
I'm so angry at my life!,Anger
my roommate makes me anxious,Fear
I can't deal with my family,Frustration
I wish I had someone to talk to about my project,Loneliness
I'm grateful for my siblings,Grateful
I really love the assignment,Love
Why does my siblings always make me upset?,Anger
Why does my siblings always happen?,Frustration
I hope the teacher will get better,Hopeful
I feel so sad about my exams,Sadness
I can't stop crying because of my roommate,Sadness
I wish I had someone to talk to about the assignment,Loneliness
I'm so angry at the assignment!,Anger
I really appreciate the results,Grateful
I'm thrilled because my colleagues,Joy
my project is so frustrating,Frustration
I hope my life will get better,Hopeful
my project makes me anxious,Fear
I'm grateful for my friend,Grateful
the teacher is so frustrating,Frustration
I can't stand my family anymore!,Anger
I can't handle my parents anymore,Overwhelmed
I care so much about my future,Love
I can't believe my team!,Surprise
Why does my future always make me upset?,Anger
I can't believe my team!,Surprise
Wow! I didn't expect the assignment,Surprise
Maybe my future will improve,Hopeful
I can't stop crying because of my grades,Sadness
my school broke my heart,Sadness
I'm grateful for my family,Grateful
Nobody cares about my family,Loneliness
I really appreciate the results,Grateful
I feel exhausted because of the assignment,Overwhelmed
my life totally surprised me,Surprise
Why does the results always happen?,Frustration
I feel optimistic about the situation,Hopeful
I feel nervous about my school,Fear
my exams broke my heart,Sadness
I feel exhausted because of the assignment,Overwhelmed
I'm grateful for my siblings,Grateful
the assignment totally surprised me,Surprise
I'm thrilled because my parents,Joy
I'm thrilled because my exams,Joy
my future broke my heart,Sadness
I hope my life will get better,Hopeful
I can't believe my parents!,Surprise
my siblings is so frustrating,Frustration
I feel so happy about my team,Joy
I really love my family,Love
I can't believe my parents!,Surprise
Why does the assignment always make me upset?,Anger
I can't stand my school anymore!,Anger
I feel nervous about my parents,Fear
I can't stand my colleagues anymore!,Anger
I really love my school,Love
I feel optimistic about my siblings,Hopeful
I wish I had someone to talk to about the teacher,Loneliness
Maybe my life will improve,Hopeful
I wish I had someone to talk to about my school,Loneliness
Wow! I didn't expect my grades,Surprise
I'm so angry at my life!,Anger
my life is too much for me,Overwhelmed
my family is so frustrating,Frustration
I'm scared of my school,Fear
I hope my grades will get better,Hopeful
Thank you my project for everything,Grateful
my school means the world to me,Love
I'm thrilled because the results,Joy
I'm thrilled because my future,Joy
I can't believe my siblings!,Surprise
Thank you my friend for everything,Grateful
the assignment broke my heart,Sadness
I can't handle the situation anymore,Overwhelmed
I really appreciate my family,Grateful
I'm scared of my parents,Fear
I feel so happy about my future,Joy
I'm so angry at my project!,Anger
my team broke my heart,Sadness
Nobody cares about my friend,Loneliness
Why does the assignment always make me upset?,Anger
I can't believe the results!,Surprise
I can't handle my project anymore,Overwhelmed
I feel nervous about my future,Fear
the situation means the world to me,Love
Thank you my team for everything,Grateful
I feel so sad about my roommate,Sadness
I can't believe the results!,Surprise
the results is so frustrating,Frustration
my family is too much for me,Overwhelmed
I feel nervous about the results,Fear
I feel optimistic about my exams,Hopeful
I'm thrilled because the teacher,Joy
my grades made my day!,Joy
I feel optimistic about my exams,Hopeful
my future made my day!,Joy
I care so much about the results,Love
Thank you my friend for everything,Grateful
I can't handle my friend anymore,Overwhelmed
I feel exhausted because of my friend,Overwhelmed
Thank you my roommate for everything,Grateful
Maybe my family will improve,Hopeful
the results broke my heart,Sadness
my future is too much for me,Overwhelmed
Why does the assignment always happen?,Frustration
I feel so alone because of my family,Loneliness
I feel exhausted because of the results,Overwhelmed
I feel optimistic about the assignment,Hopeful
my team makes me anxious,Fear
I can't stop crying because of my life,Sadness
I can't deal with the assignment,Frustration
Thank you my project for everything,Grateful
I'm scared of the results,Fear
Wow! I didn't expect my future,Surprise
my colleagues made my day!,Joy
Nobody cares about my school,Loneliness
I feel so alone because of my life,Loneliness
I care so much about my school,Love
I really love my team,Love
I feel optimistic about my school,Hopeful
I feel so alone because of the situation,Loneliness
my exams totally surprised me,Surprise
my life is so frustrating,Frustration
Why does my parents always make me upset?,Anger
Why does the assignment always make me upset?,Anger
I really appreciate my siblings,Grateful
I feel optimistic about my grades,Hopeful
I hope my family will get better,Hopeful
Nobody cares about my siblings,Loneliness
I can't deal with my family,Frustration
my exams is too much for me,Overwhelmed
I'm so angry at my grades!,Anger
my school totally surprised me,Surprise
my friend is so frustrating,Frustration
I'm grateful for my school,Grateful
my grades made my day!,Joy
my colleagues means the world to me,Love
I feel nervous about my siblings,Fear
Why does my future always happen?,Frustration
I can't stop crying because of my family,Sadness
I can't stop crying because of the situation,Sadness
Maybe my parents will improve,Hopeful
I feel optimistic about the situation,Hopeful
my friend makes me anxious,Fear
I can't stop crying because of the results,Sadness
I feel nervous about my grades,Fear
I feel nervous about the results,Fear
Nobody cares about my school,Loneliness
I'm thrilled because my project,Joy
my future broke my heart,Sadness
I'm so angry at my exams!,Anger
I'm grateful for my project,Grateful
my school is too much for me,Overwhelmed
I can't deal with my colleagues,Frustration
I really appreciate my parents,Grateful
my school made my day!,Joy
my siblings means the world to me,Love
I wish I had someone to talk to about the results,Loneliness
I really appreciate my siblings,Grateful
I feel nervous about my friend,Fear
I can't believe my future!,Surprise
I can't deal with my future,Frustration
I really appreciate the teacher,Grateful
I'm grateful for my parents,Grateful
I really appreciate my project,Grateful
I really love my life,Love
I really love my grades,Love
I care so much about my team,Love
Why does my family always happen?,Frustration
my friend made my day!,Joy
I feel so sad about my future,Sadness
I'm grateful for my colleagues,Grateful
I can't handle my future anymore,Overwhelmed
I'm thrilled because my project,Joy
I feel nervous about my roommate,Fear
Why does the assignment always make me upset?,Anger
my exams totally surprised me,Surprise
I can't stop crying because of my project,Sadness
I'm thrilled because my parents,Joy
I feel so sad about the situation,Sadness
I feel so happy about my friend,Joy
I'm thrilled because my parents,Joy
I hope my exams will get better,Hopeful
the teacher means the world to me,Love
Why does my friend always happen?,Frustration
my colleagues broke my heart,Sadness
my parents made my day!,Joy
I hope my friend will get better,Hopeful
I'm scared of my family,Fear
I can't stop crying because of my team,Sadness
my parents broke my heart,Sadness
Wow! I didn't expect my grades,Surprise
my future makes me anxious,Fear
my friend totally surprised me,Surprise
I can't stop crying because of my roommate,Sadness
Thank you my colleagues for everything,Grateful
I really appreciate the teacher,Grateful
I'm so angry at the situation!,Anger
I really love my life,Love
I feel exhausted because of my exams,Overwhelmed
I feel optimistic about my parents,Hopeful
Thank you the situation for everything,Grateful
I feel so happy about the results,Joy
I can't believe my colleagues!,Surprise
I can't stop crying because of my roommate,Sadness
I feel optimistic about the assignment,Hopeful
I feel so sad about my school,Sadness
I feel exhausted because of the teacher,Overwhelmed
I wish I had someone to talk to about my roommate,Loneliness
I'm grateful for my roommate,Grateful
I can't stop crying because of my family,Sadness
I can't stand my friend anymore!,Anger
the teacher totally surprised me,Surprise
I'm so angry at my team!,Anger
I really appreciate my project,Grateful
my grades is too much for me,Overwhelmed
I feel so happy about my family,Joy
my project broke my heart,Sadness
I can't believe my exams!,Surprise
Wow! I didn't expect the assignment,Surprise
I feel exhausted because of my team,Overwhelmed
I feel optimistic about my colleagues,Hopeful
I'm so angry at my team!,Anger
my family made my day!,Joy
I'm thrilled because my family,Joy
I hope the teacher will get better,Hopeful
Why does my siblings always happen?,Frustration
I feel so happy about my siblings,Joy
I'm scared of the assignment,Fear
I'm scared of my grades,Fear
the teacher means the world to me,Love
my team totally surprised me,Surprise
my future broke my heart,Sadness
I feel so happy about my family,Joy
I can't believe my family!,Surprise
the assignment is so frustrating,Frustration
the assignment makes me anxious,Fear
I hope my friend will get better,Hopeful
Maybe my life will improve,Hopeful
the results is so frustrating,Frustration
my school is so frustrating,Frustration
I can't deal with my grades,Frustration
my roommate broke my heart,Sadness
I care so much about the results,Love
Maybe my future will improve,Hopeful
Nobody cares about my exams,Loneliness
my roommate makes me anxious,Fear
Thank you my future for everything,Grateful
I can't believe my future!,Surprise
I'm so angry at the assignment!,Anger
I feel optimistic about the situation,Hopeful
Thank you my siblings for everything,Grateful
Why does my grades always make me upset?,Anger
I feel nervous about my grades,Fear
my colleagues broke my heart,Sadness
I really love my life,Love
I feel so alone because of my friend,Loneliness
I can't stop crying because of my friend,Sadness
I wish I had someone to talk to about the results,Loneliness
Thank you the results for everything,Grateful
my life makes me anxious,Fear
I can't deal with my friend,Frustration
the teacher totally surprised me,Surprise
Why does my parents always make me upset?,Anger
Maybe my exams will improve,Hopeful
I can't believe my school!,Surprise
I really appreciate my roommate,Grateful
I really love the results,Love
Nobody cares about my family,Loneliness
I really love my future,Love
my parents is too much for me,Overwhelmed
the assignment means the world to me,Love
I can't stop crying because of the assignment,Sadness
I really appreciate the teacher,Grateful
my life broke my heart,Sadness
I can't stand my roommate anymore!,Anger
I feel optimistic about the results,Hopeful
I feel nervous about the situation,Fear
I can't believe my roommate!,Surprise
I care so much about my siblings,Love
I really love my life,Love
Nobody cares about my exams,Loneliness
Thank you my family for everything,Grateful
I can't believe the assignment!,Surprise
I care so much about my team,Love
I feel exhausted because of my life,Overwhelmed
my future made my day!,Joy
Why does the teacher always happen?,Frustration
Thank you my parents for everything,Grateful
Why does my parents always make me upset?,Anger
my roommate totally surprised me,Surprise
I can't deal with my siblings,Frustration
I feel so alone because of my life,Loneliness
I can't stop crying because of my school,Sadness
my life means the world to me,Love
my grades means the world to me,Love
Nobody cares about the assignment,Loneliness
I hope my family will get better,Hopeful
Wow! I didn't expect the situation,Surprise
my project made my day!,Joy
Why does my roommate always make me upset?,Anger
my exams is so frustrating,Frustration
I feel optimistic about the teacher,Hopeful
I feel exhausted because of my family,Overwhelmed
I'm grateful for my siblings,Grateful
Why does my team always happen?,Frustration
I care so much about the assignment,Love
I wish I had someone to talk to about the situation,Loneliness
my future made my day!,Joy
I feel nervous about my life,Fear
I'm thrilled because my project,Joy
I'm scared of the results,Fear
the results means the world to me,Love
I'm thrilled because my parents,Joy
I'm so angry at my parents!,Anger
I'm scared of the situation,Fear
I really appreciate my exams,Grateful
I feel so sad about my family,Sadness
my friend means the world to me,Love
I'm scared of my life,Fear
I feel so sad about the situation,Sadness
my life is too much for me,Overwhelmed
I'm scared of my family,Fear
my friend means the world to me,Love
I feel exhausted because of the teacher,Overwhelmed
I feel nervous about my school,Fear
I'm thrilled because the assignment,Joy
my school is too much for me,Overwhelmed
I wish I had someone to talk to about the situation,Loneliness
I really love my family,Love
I wish I had someone to talk to about my exams,Loneliness
I can't handle my colleagues anymore,Overwhelmed
my exams is too much for me,Overwhelmed
I feel so alone because of my team,Loneliness
my family is too much for me,Overwhelmed
I hope my friend will get better,Hopeful
my colleagues made my day!,Joy
I feel exhausted because of my family,Overwhelmed
Why does my grades always make me upset?,Anger
I'm scared of my project,Fear
I hope my friend will get better,Hopeful
my grades broke my heart,Sadness
Nobody cares about the assignment,Loneliness
I hope my team will get better,Hopeful
I feel so sad about my school,Sadness
the teacher totally surprised me,Surprise
Maybe my project will improve,Hopeful
Maybe my parents will improve,Hopeful
I feel so sad about my parents,Sadness
Nobody cares about my siblings,Loneliness
I can't believe my life!,Surprise
I feel exhausted because of my team,Overwhelmed
I feel nervous about my team,Fear
I'm scared of my roommate,Fear
I can't deal with my friend,Frustration
I really love the results,Love
I wish I had someone to talk to about the results,Loneliness
I care so much about my colleagues,Love
I can't believe my siblings!,Surprise
I'm grateful for my school,Grateful
I feel optimistic about my school,Hopeful
my siblings makes me anxious,Fear
I feel so sad about my siblings,Sadness
I wish I had someone to talk to about the teacher,Loneliness
my roommate made my day!,Joy
Maybe my life will improve,Hopeful
my exams is too much for me,Overwhelmed
I can't stop crying because of my friend,Sadness
I wish I had someone to talk to about my future,Loneliness
I can't handle my parents anymore,Overwhelmed
I feel so alone because of the results,Loneliness
I feel exhausted because of my school,Overwhelmed
I feel so alone because of the results,Loneliness
I wish I had someone to talk to about my parents,Loneliness
the teacher is too much for me,Overwhelmed
Maybe my family will improve,Hopeful
my grades makes me anxious,Fear
Wow! I didn't expect the results,Surprise
I can't deal with the results,Frustration
I feel nervous about the results,Fear
I'm grateful for my school,Grateful
I'm thrilled because my colleagues,Joy
I'm thrilled because the assignment,Joy
I can't deal with my school,Frustration
the teacher broke my heart,Sadness
I'm scared of the situation,Fear
I'm so angry at my colleagues!,Anger
I can't stop crying because of my colleagues,Sadness
my grades totally surprised me,Surprise
Maybe the results will improve,Hopeful
my roommate totally surprised me,Surprise
Wow! I didn't expect the situation,Surprise
I'm scared of my siblings,Fear
Wow! I didn't expect my colleagues,Surprise
the assignment makes me anxious,Fear
the results made my day!,Joy
I'm so angry at my family!,Anger
Why does the teacher always happen?,Frustration
I'm scared of the assignment,Fear
I'm thrilled because my school,Joy
I wish I had someone to talk to about my project,Loneliness
I really love the teacher,Love
Wow! I didn't expect my school,Surprise
the situation makes me anxious,Fear
I feel nervous about the teacher,Fear
I'm thrilled because the results,Joy
I feel exhausted because of the situation,Overwhelmed
my school made my day!,Joy
I wish I had someone to talk to about my team,Loneliness
my parents made my day!,Joy
I feel so alone because of my family,Loneliness
Why does the situation always make me upset?,Anger
I feel optimistic about my future,Hopeful
Why does my roommate always happen?,Frustration
I wish I had someone to talk to about my roommate,Loneliness
I can't believe the assignment!,Surprise
I can't believe the situation!,Surprise
I care so much about my colleagues,Love
my exams means the world to me,Love
Why does the results always make me upset?,Anger
I feel so alone because of my project,Loneliness
I can't handle my future anymore,Overwhelmed
my school is too much for me,Overwhelmed
I wish I had someone to talk to about my project,Loneliness
Why does the assignment always make me upset?,Anger
I'm grateful for my life,Grateful
I hope the results will get better,Hopeful
my parents means the world to me,Love
I feel exhausted because of my life,Overwhelmed
I'm thrilled because my colleagues,Joy
I hope my life will get better,Hopeful
I feel optimistic about my future,Hopeful
my family makes me anxious,Fear
I'm so angry at the teacher!,Anger
I really love my colleagues,Love
I really love the assignment,Love
I feel so happy about my exams,Joy
I really love my roommate,Love
I really love my friend,Love
my colleagues is so frustrating,Frustration
the teacher totally surprised me,Surprise
Thank you my grades for everything,Grateful
I can't deal with my school,Frustration
I feel so happy about my family,Joy
I feel so happy about my parents,Joy
I feel so happy about the situation,Joy
I can't deal with the situation,Frustration
I feel optimistic about my project,Hopeful
my grades made my day!,Joy
Why does my team always happen?,Frustration
I hope the results will get better,Hopeful
I can't stand my roommate anymore!,Anger
I feel so happy about my future,Joy
Thank you the results for everything,Grateful
I feel nervous about my grades,Fear
Wow! I didn't expect my parents,Surprise
my school made my day!,Joy
my school is so frustrating,Frustration
I hope the situation will get better,Hopeful
the teacher totally surprised me,Surprise
I can't stand my friend anymore!,Anger
my colleagues made my day!,Joy
I can't deal with my colleagues,Frustration
I care so much about my future,Love
I really love my roommate,Love
I'm so angry at my friend!,Anger
I feel so alone because of my siblings,Loneliness
I wish I had someone to talk to about my siblings,Loneliness
I wish I had someone to talk to about my project,Loneliness
Why does my parents always make me upset?,Anger
I feel so alone because of my school,Loneliness
I feel optimistic about my siblings,Hopeful
my roommate means the world to me,Love
I really love my project,Love
I can't believe the situation!,Surprise
the results totally surprised me,Surprise
I'm scared of the results,Fear
my grades broke my heart,Sadness
my life totally surprised me,Surprise
I really love my team,Love
Wow! I didn't expect my team,Surprise
Why does my colleagues always make me upset?,Anger
I'm thrilled because my team,Joy
the results broke my heart,Sadness
I feel nervous about my exams,Fear
my exams means the world to me,Love
I really love my team,Love
my parents made my day!,Joy
I'm thrilled because my future,Joy
I feel so sad about the results,Sadness
I feel nervous about the results,Fear
Maybe my friend will improve,Hopeful
I feel optimistic about my exams,Hopeful
I feel so alone because of my life,Loneliness
I can't handle my friend anymore,Overwhelmed
my future makes me anxious,Fear
I'm thrilled because my friend,Joy
I can't stand my life anymore!,Anger
I feel optimistic about my life,Hopeful
I'm thrilled because my roommate,Joy
my project makes me anxious,Fear
I can't deal with my colleagues,Frustration
I really appreciate my roommate,Grateful
Wow! I didn't expect my roommate,Surprise
my roommate means the world to me,Love
Nobody cares about my family,Loneliness
I can't stand my school anymore!,Anger
I can't deal with the assignment,Frustration
Why does my grades always make me upset?,Anger
I'm thrilled because my exams,Joy
I can't stop crying because of my colleagues,Sadness
my school means the world to me,Love
I care so much about my colleagues,Love
I feel so alone because of my roommate,Loneliness
I feel exhausted because of my team,Overwhelmed
Nobody cares about my family,Loneliness
I really appreciate my colleagues,Grateful
Why does the teacher always make me upset?,Anger
my friend makes me anxious,Fear
Maybe the assignment will improve,Hopeful
I feel optimistic about my future,Hopeful
my roommate broke my heart,Sadness
I feel so alone because of my team,Loneliness
my friend is too much for me,Overwhelmed
Thank you my roommate for everything,Grateful
I can't stop crying because of the situation,Sadness
I feel exhausted because of the results,Overwhelmed
I can't deal with my roommate,Frustration
I can't stop crying because of my school,Sadness
my future totally surprised me,Surprise
I feel exhausted because of my team,Overwhelmed
I care so much about the situation,Love
the assignment makes me anxious,Fear
Maybe my exams will improve,Hopeful
I can't believe my exams!,Surprise
I'm scared of my parents,Fear
I'm thrilled because the teacher,Joy
Thank you my grades for everything,Grateful
my family means the world to me,Love
Nobody cares about my future,Loneliness
I feel exhausted because of my life,Overwhelmed
I hope my family will get better,Hopeful
I feel nervous about my team,Fear
Why does the assignment always make me upset?,Anger
I can't stand my family anymore!,Anger
I care so much about my life,Love
the teacher totally surprised me,Surprise
I feel exhausted because of the situation,Overwhelmed
I hope the results will get better,Hopeful
my future means the world to me,Love
I'm scared of my grades,Fear
my parents means the world to me,Love
